0    385.251 
1    385.251 
2    385.251 
3    385.251 
4    385.251 
5    385.251 
6    385.251 
7    385.251 
8    385.251 
9    385.251 
10    385.251 
11    385.251 
12    385.251 
13    385.251 
14    385.251 
0    361.309 
1    361.309 
2    361.309 
0    450.332 
1    450.332 
2    450.332 
3    450.332 
4    450.332 
5    450.332 
6    450.332 
7    450.332 
8    450.332 
9    450.332 
10    450.332 
11    450.332 
12    450.332 
13    450.332 
14    450.332 
15    450.332 
16    450.332 
17    450.332 
18    450.332 
19    450.332 
20    450.332 
21    450.332 
22    450.332 
23    450.332 
24    450.332 
25    450.332 
26    450.332 
27    450.332 
28    450.332 
29    450.332 
30    450.332 
31    450.332 
32    450.332 
33    450.332 
34    450.332 
35    450.332 
36    450.332 
37    450.332 
38    450.332 
39    450.332 
40    450.332 
41    450.332 
42    450.332 
43    450.332 
44    450.332 
45    450.332 
46    450.332 
47    450.332 
48    450.332 
49    450.332 
50    450.332 
51    450.332 
52    450.332 
53    450.332 
54    450.332 
55    450.332 
56    450.332 
57    450.332 
58    450.332 
59    450.332 
60    450.332 
61    450.332 
62    450.332 
63    450.332 
64    450.332 
65    450.332 
66    450.332 
67    450.332 
68    450.332 
69    450.332 
70    450.332 
71    450.332 
72    450.332 
73    450.332 
74    450.332 
75    450.332 
76    450.332 
77    450.332 
78    450.332 
79    450.332 
80    450.332 
81    450.332 
82    450.332 
83    450.332 
84    450.332 
85    450.332 
86    450.332 
87    450.332 
88    450.332 
89    450.332 
90    450.332 
91    450.332 
92    450.332 
93    450.332 
94    450.332 
95    450.332 
96    450.332 
97    450.332 
98    450.332 
99    450.332 
